gender,age_group,region,zona,race,education,income,ideology,party,religion,interest_politics,presidential_vote,abortion_opinion
Woman,Senior Adult,Missouri,Rural,White,Medium,,Right,Independent,Religious,Somewhat interested,Jo Jorgensen,Legal only in specific cases
Woman,Adult,Alabama,Rural,Non-White,Medium,High Income,None,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,California,Rural,Non-White,Medium,Low Income,Right,Independent,Not Religious,Not very interested,Donald Trump,Always legal
Woman,Senior Adult,Texas,Rural,White,Medium,Middle Income,Right,Independent,Not Religious,Somewhat interested,Donald Trump,Always legal
Man,Senior Adult,Missouri,Rural,White,Medium,Middle Income,Center,Independent,Not Religious,Not very interested,Joe Biden,Always legal
Man,Adult,Wisconsin,Rural,White,High,Low Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,Adult,Michigan,Rural,White,High,Low Income,Center,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,Minnesota,Urban,White,Medium,Middle Income,Left,Independent,Religious,Very interested,Joe Biden,Always legal
Woman,Adult,California,Rural,White,Medium,Middle Income,Center,Democrat,Religious,Very interested,Joe Biden,Always legal
Man,Senior Adult,Indiana,Rural,White,High,Low Income,Left,Independent,Not Religious,Very interested,Joe Biden,Always legal
Woman,Senior Adult,New York,Urban,White,Medium,Low Income,Center,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,Pennsylvania,Rural,White,High,High Income,Center,Democrat,Religious,Very interested,Joe Biden,Always legal
Man,Adult,Indiana,Urban,White,Medium,Middle Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,Adult,New Jersey,Rural,Non-White,High,Middle Income,None,Democrat,Religious,Somewhat interested,Donald Trump,Always legal
Man,Adult,,Rural,Non-White,Medium,High Income,Right,Independent,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Adult,Michigan,Rural,White,High,High Income,Left,Independent,Religious,Very interested,Joe Biden,Always legal
Woman,Senior Adult,Maryland,Rural,White,Medium,Low Income,Left,Independent,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Indiana,Rural,White,Low,Low Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,Adult,Illinois,Rural,White,Medium,Middle Income,Left,Republican,Religious,Not very interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Illinois,Rural,White,High,High Income,Left,Democrat,Religious,Very interested,Joe Biden,Legal only in specific cases
Man,Adult,Ohio,Rural,White,High,High Income,Right,Republican,Religious,Not very interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,New York,Rural,White,High,High Income,Center,Democrat,Not Religious,Not very interested,Joe Biden,Always legal
Woman,Senior Adult,Minnesota,Rural,White,High,Middle Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,South Dakota,Urban,White,High,Middle Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,,,Rural,Non-White,High,Middle Income,Right,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,Michigan,Rural,White,Medium,Low Income,Center,Independent,Not Religious,Somewhat interested,Donald Trump,Always legal
Woman,Adult,Texas,Rural,Non-White,,Low Income,None,Independent,Not Religious,Not very interested,Joe Biden,Always illegal
Man,Adult,Pennsylvania,,White,Medium,High Income,Right,Republican,Religious,,Donald Trump,Legal only in specific cases
Man,Senior Adult,Pennsylvania,Rural,White,High,Low Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Always illegal
Woman,Adult,District of Columbia,Rural,White,High,High Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,,Rural,White,High,Middle Income,Right,Republican,Religious,Very interested,Donald Trump,Always legal
Woman,Senior Adult,Maryland,Rural,White,High,Low Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Pennsylvania,Rural,White,High,Middle Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,Wisconsin,Urban,White,Medium,High Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Young Adult,California,Rural,Non-White,Medium,Low Income,None,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Pennsylvania,Urban,White,High,High Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,Texas,Urban,Non-White,Medium,Low Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Legal only in specific cases
Woman,Adult,Nebraska,Rural,White,High,High Income,Right,Republican,Not Religious,Not very interested,Donald Trump,Always illegal
Man,,California,Rural,White,Medium,High Income,Right,Republican,Not Religious,Very interested,Donald Trump,Legal only in specific cases
Man,,Texas,Urban,White,High,Middle Income,Right,Republican,Religious,Not at all interested,Donald Trump,Legal only in specific cases
Woman,Adult,Missouri,Rural,White,High,Middle Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,Senior Adult,California,Rural,Non-White,Medium,Low Income,Right,Republican,Not Religious,Not very interested,Joe Biden,Always legal
Man,Young Adult,Texas,Rural,Non-White,High,Low Income,Center,Democrat,Religious,Very interested,Joe Biden,Always legal
Woman,Adult,Kentucky,Urban,White,High,,Center,Democrat,Not Religious,Not very interested,Donald Trump,Legal only in specific cases
Man,Adult,New York,Rural,Non-White,Medium,Middle Income,Right,Independent,Not Religious,Not very interested,Joe Biden,Always legal
Woman,Adult,Maryland,Urban,,High,,Center,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Illinois,Rural,White,High,High Income,Right,Republican,Religious,Not very interested,Joe Biden,Always legal
Man,Adult,Illinois,Rural,White,High,High Income,Center,Independent,Religious,Very interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,Colorado,Rural,White,Medium,,Center,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Florida,Rural,Non-White,Medium,Low Income,Center,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Man,Young Adult,New Jersey,Rural,Non-White,Medium,Middle Income,Center,Independent,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Ohio,Rural,White,High,Middle Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Woman,Adult,California,Urban,White,High,Low Income,Right,Republican,Not Religious,Not very interested,Donald Trump,Legal only in specific cases
Man,Adult,Washington,Urban,White,Medium,Low Income,None,Independent,Not Religious,Not at all interested,Donald Trump,Legal only in specific cases
Woman,Adult,North Dakota,Rural,White,Medium,Low Income,None,Republican,Religious,Not very interested,Donald Trump,Always illegal
Woman,Senior Adult,Missouri,,White,High,Low Income,Right,Independent,Religious,,Other,Always illegal
Man,Senior Adult,Louisiana,Rural,White,High,Middle Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,California,Rural,White,Medium,High Income,Center,Democrat,Religious,Very interested,Joe Biden,Always legal
Woman,Adult,Michigan,Rural,White,High,Middle Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,Wisconsin,Urban,White,,Low Income,Center,Independent,Not Religious,Very interested,Joe Biden,Legal only in specific cases
Man,Adult,Ohio,Rural,White,Medium,Middle Income,Right,Republican,Religious,Not very interested,Donald Trump,Legal only in specific cases
Woman,Adult,New Jersey,Rural,Non-White,High,Middle Income,Center,Independent,Not Religious,Not very interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,Arkansas,Urban,White,Medium,,Right,Republican,Religious,Somewhat interested,Donald Trump,Always illegal
Man,Adult,Kentucky,Urban,White,Medium,Low Income,Right,Republican,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,New York,Rural,White,Medium,Middle Income,Left,Independent,Religious,Very interested,Joe Biden,Always legal
Woman,Adult,Mississippi,Urban,White,Medium,Low Income,Left,Independent,Not Religious,Very interested,Joe Biden,Always legal
Woman,Senior Adult,Georgia,Rural,White,Medium,Middle Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Woman,Adult,Texas,Rural,White,Low,Low Income,Center,Independent,Not Religious,Very interested,Donald Trump,Always legal
Woman,Senior Adult,West Virginia,Rural,White,,Middle Income,Center,Independent,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,Adult,North Dakota,Urban,White,Medium,Low Income,None,Republican,Religious,Somewhat interested,Donald Trump,Always illegal
Man,,,Rural,Non-White,Medium,Low Income,None,Independent,Religious,Somewhat interested,Joe Biden,Always legal
Man,Young Adult,California,Urban,Non-White,High,High Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Woman,Adult,Florida,Rural,Non-White,Medium,Middle Income,None,Democrat,Not Religious,Not very interested,Joe Biden,Always legal
Man,Senior Adult,California,Rural,White,Medium,Low Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Woman,Senior Adult,Illinois,Rural,White,Medium,Low Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Adult,Missouri,Rural,White,High,Low Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,,Rural,White,High,Middle Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,California,Rural,Non-White,High,High Income,None,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,California,Rural,White,High,Middle Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Adult,Maryland,Rural,Non-White,Low,Low Income,Left,Democrat,Not Religious,Not very interested,Joe Biden,Always legal
Woman,,New York,Urban,White,High,,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Man,Adult,Ohio,Urban,White,Medium,High Income,Right,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,North Carolina,Rural,White,High,Middle Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always illegal
Man,Adult,Maine,Rural,White,High,High Income,Center,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Young Adult,Arkansas,Urban,White,Medium,Low Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Always legal
Man,Senior Adult,Louisiana,Urban,White,Medium,Middle Income,Right,Independent,Religious,Very interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,Missouri,Rural,White,High,Low Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Man,Senior Adult,Minnesota,Rural,White,High,Low Income,Right,Independent,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Young Adult,New York,Urban,White,Medium,Middle Income,Center,Independent,Not Religious,Not very interested,Donald Trump,Legal only in specific cases
Man,Adult,North Carolina,Urban,White,Medium,Middle Income,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Louisiana,Urban,White,High,Middle Income,Center,Independent,Not Religious,Somewhat interested,Donald Trump,Always legal
Man,Senior Adult,Wisconsin,Urban,Non-White,High,Middle Income,Left,Independent,Not Religious,Very interested,Joe Biden,Always legal
Man,Adult,North Carolina,Urban,Non-White,High,High Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,California,Rural,White,High,High Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,Nebraska,Rural,White,Medium,High Income,Center,Republican,Religious,Not very interested,Donald Trump,Always legal
Woman,Adult,Pennsylvania,Rural,White,High,Middle Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Man,Senior Adult,Michigan,Urban,White,Medium,Low Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Always illegal
Man,Adult,Minnesota,Urban,White,High,Middle Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,Indiana,Urban,White,Medium,Low Income,None,Republican,Religious,Not very interested,Donald Trump,Legal only in specific cases
Woman,Young Adult,California,Rural,White,Medium,Middle Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,Texas,Rural,Non-White,Medium,Middle Income,None,Democrat,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,Senior Adult,District of Columbia,Rural,Non-White,Medium,Low Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,,Texas,Urban,White,High,Middle Income,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Adult,Kentucky,Urban,White,Medium,Middle Income,None,Independent,Religious,Not very interested,Donald Trump,Legal only in specific cases
Man,Adult,Ohio,Rural,White,High,High Income,Right,Republican,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Alabama,Urban,White,Medium,Middle Income,Right,Republican,Not Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Adult,Arkansas,Urban,White,Medium,Middle Income,Center,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,Florida,Urban,White,Medium,Low Income,Center,Democrat,Religious,Very interested,Joe Biden,Always legal
Man,Adult,Alabama,Rural,Non-White,Medium,Low Income,Right,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,Virginia,Rural,White,Medium,Middle Income,Right,Independent,Not Religious,Somewhat interested,Donald Trump,Always legal
Man,Senior Adult,Georgia,Urban,Non-White,Medium,Low Income,Center,Democrat,Not Religious,Very interested,Other,Legal only in specific cases
Woman,Senior Adult,New York,Urban,White,High,Low Income,Left,Democrat,Religious,Very interested,Joe Biden,Legal only in specific cases
Woman,Adult,Indiana,Rural,White,High,Middle Income,Right,Independent,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,Adult,Massachusetts,Urban,White,High,Middle Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Woman,Adult,Texas,Rural,White,High,High Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Woman,,Pennsylvania,Urban,White,Low,High Income,None,Republican,Religious,Somewhat interested,Donald Trump,Always legal
Woman,Senior Adult,Missouri,Urban,White,Medium,Low Income,Left,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,Alabama,Urban,White,Medium,Middle Income,Right,Republican,Religious,Very interested,Donald Trump,Always illegal
